"";"id";"likes_count";"from_id";"from_name";"message";"created_time";"type";"link";"story";"comments_count";"shares_count";"love_count";"haha_count";"wow_count";"sad_count";"angry_count"
"488";"132197036871908_348341755257434";3;"132197036871908";"Muzeum II Wojny Światowej";"Muzeum II Wojny Światowej wraz z Europejskim Centrum Solidarności zapraszają uczniów szkół gimnazjalnych do udziału w warsztatach edukacyjnych zorganizowanych w ramach Zielonej Szkoły Wolności. Program obejmuje m.in. warsztaty z zakresu historii XX wieku, Akademię Filmową ""All About Freedom"", debaty uczestników oraz zwiedzanie Gdańska.

Oferta kierowana do szkół gimnazjalnych z województw: zachodniopomorskiego, warmińsko-mazurskiego i podlaskiego.

Zapraszamy grupy liczące do 30 osób.
Na zgłoszenia czekamy do 15 października 2012 r.

Więcej informacji o programie i zgłoszeniach na stronie internetowej.  http://www.muzeum1939.pl/?str=8&id=115";"2012-09-19T08:06:02+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/348341738590769/?type=3";NA;0;4;0;0;0;0;0
"661";"132197036871908_513135458715224";4;"132197036871908";"Muzeum II Wojny Światowej";"11 września 2012 r. odbyło się wręczenie nagrody im. prof. Tomasza Strzembosza dla autora najlepszej książki dotyczącej najnowszej historii Polski. W tym roku Jury przyznało dwie równorzędne pierwsze nagrody po 10 tys. złotych za książki: Droga ""Ponurego"". Rys biograficzny majora Jana Piwnika, Wojciecha Königsberga i ""Kto wyrąbie więcej ode mnie?"" - współzawodnictwo pracy robotników w Polsce w latach 1947-1955, dr Huberta Wilka. Gratulujemy! 

Polecamy uwadze działalność Fundacji im. Tomasza Strzembosza.";"2012-09-20T13:31:10+0000";"link";"http://www.fundacjastrzembosza.pl/index.html";NA;0;2;0;0;0;0;0
"489";"132197036871908_349104901847786";13;"132197036871908";"Muzeum II Wojny Światowej";"""Wojna po wojnie"" to kolejna z publikacji, która ukazała się nakładem Muzeum II Wojny Światowej. 
Książka autorstwa G. Motyki, R. Wnuka, T. Stryjka, A. F. Barana  jest zbiorem studiów dotyczących podziemia na „zachodnich kresach” ZSRR.  ""Zawiera bardzo cenny materiał faktograficzny, stanowi pionierskie – i to nie tylko w skali polskiego piśmiennictwa historycznego – ujęcie problemu. Najwyższej klasy profesjonaliści, znawcy realiów nie tylko polskich, dla realizacji swojego ambitnego przedsięwzięcia przeprowadzili szeroko zakrojone kwerendy źródłowe w archiwach Litwy, Łotwy, Estonii, Białorusi, Ukrainy i Rosji."" ( dr. G. Hryciuk).
Książka wydana we współpracy z Wydawnictwem Naukowym Scholar. Można ją nabyć w księgarniach i w księgarni internetowej.
http://scholar.com.pl/sklep.php?md=products&id_c=1&id_p=2276&";"2012-09-21T11:05:18+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/349104865181123/?type=3";NA;0;5;0;0;0;0;0
"491";"132197036871908_350135518411391";4;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni- Stacja wyczekiwania

Po zakwalifikowaniu na skok do Kraju skoczek, który złożył przysięgę na Rotę AK i przybrał pseudonim, wyjeżdżał na stację wyczekiwania. Na miejscu skoczkowie byli dzieleni na ekipy liczące po 3 do 6 osób. W przeddzień gotowości do lotu odbywały się odprawy poszczególnych ekip, na których skoczkowie dowiadywali się jakie jest położenie przydzielonej im placówki, adresy kontaktowe, hasła itp. Od wiosny 1942 r. stację wyczekiwania STS 18 zlokalizowano w okolicy Knebworth na północ od Londynu (mogła pomieścić 16 skoczków). Jesienią 1942 zaczęła działać druga, większa stacja 20A (ok. 30 skoczków) w pobliżu Chalfont St. Peter. Jesienią 1943 uruchomiono stację 20B (ok. 30 skoczków). Dwie stacje wyczekiwania uruchomiono również na terenie Włoch.
Obsługę stacji stanowiły ochotniczki angielskie z organizacji FANY (First Aid Nursing Yeomanry – Korpus Pierwszej Pomocy Pielęgniarskiej), które towarzyszyły skoczkom w trakcie ich oczekiwania na wylot. Pobyt na stacjach mógł trwać od trzech dni do nawet kilku miesięcy (względy polityczne, liczba samolotów, pogoda etc.), przy czym pobyt dłuższy niż jeden miesiąc wpływał z reguły ujemnie na stan moralny ekip. W tej sytuacji towarzystwo „fanek” z pewnością miało pozytywny wpływ na morale skoczków.";"2012-09-24T09:23:39+0000";"status";NA;NA;0;1;0;0;0;0;0
"492";"132197036871908_350136011744675";1;"132197036871908";"Muzeum II Wojny Światowej";"Tablica na skwerze Sue Ryder w Gdyni.";"2012-09-24T09:26:57+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/350135695078040/?type=3";"Muzeum II Wojny Światowej added a new photo to the album: Cichociemni.";0;2;0;0;0;0;0
"418";"132197036871908_282672021847562";12;"132197036871908";"Muzeum II Wojny Światowej";"Biogramy-Sue Ryder
Margaret Susan Ryder, Baroness Ryder of Warsaw (ur. 3 lipca 1923 w Leeds, zm. 2 listopada 2000 w Bury St Edmunds w hrabstwie Suffolk w Anglii), bardziej znana jako Sue Ryder – działaczka charytatywna. Podczas II wojny światowej służyła w tajnej formacji armii brytyjskiej Special Operations Executive (Kierownictwo Operacji Specjalnych) zajmującej się dywersją i wspieraniem ruchu oporu w okupowanej Europie. Później do końca życia kierowała założoną przez siebie międzynarodową fundacją charytatywną swojego imienia. 
Ukończyła Benenden School. Po wybuchu II wojny światowej, w wieku 16 lat jako ochotniczka wstąpiła do pomocniczej służby wojskowej kobiet First Aid Nursing Yeomanry. Żeby zostać przyjętą do FANY skłamała, że jest o dwa lata starsza. Wkrótce została przeniesiona do polskiej sekcji w Kierownictwie Operacji Specjalnych, gdzie służyła do końca wojny. Jej zadaniem było zapewnienie opieki dla cichociemnych, odwoziła ich również na lotnisko, skąd wylatywali na swoje misje. W 1943 roku została wysłana do Tunezji, a później do Włoch.
Po wojnie Sue Ryder nie zapomniała o Polsce i Polakach, których podziwiała za niezłomność i hart ducha w walce o wolność ojczyzny. Podjęła się m.in. organizowania pomocy humanitarnej. Jednak nie ograniczała się jedynie do organizowania konwojów, ale sama wielokrotnie jeździła z pomocą do Polski jako kierowca. Ciekawostką jest fakt, że prowadzonym przez siebie ciężarówkom nadawała imiona postaci biblijnych. Jedna z takich ciężarówek marki Austin, którą nazwała Joshua, trafiła w 2007 r. do Muzeum Motoryzacji i Techniki w Otrębusach pod Warszawą. Ponad czterdziestoletni już Austin mógł udźwignąć ponad dwie tony ładunku. Za każdym razem Ryder zabierała w nim pomoc dla ponad tysiąca osób. Przez 13 lat (do 1980 r.) Joshua woził do Polski dary – leki, środki opatrunkowe, środki czystości, odzież.
W 1953 roku założyła Sue Ryder Foundation z siedzibą w domu swojej matki Mabel Ryder w Cavendish w hrabstwie Suffolk w Anglii. Fundacja miała się stać żywym pomnikiem ofiar wojny i często bezimiennych jej bohaterów, w tym przyjaciół Sue Ryder - cichociemnych. Fundacja zajęła się wznoszeniem tzw. Domów Sue Ryder, szpitali, hospicjów i domów opieki, które powstały na całym świecie, w tym 30 w Polsce (m.in. Szpital Rehabilitacji Neurologicznej - placówka Sue Ryder w Konstancinie - Jeziornej). Żaden z nich nie jest własnością fundacji - Ryder przekazywała je państwu.
Po upadku komunizmu nie zaprzestała działalności w Polsce. W 1989 roku, po apelu opublikowanym w dzienniku The Daily Telegraph, zebrała 40 tys. funtów pomocy. 
Jest honorowym obywatelem Warszawy, Konstancina-Jeziorny i Gdyni. Jej imię noszą skwery w Gdyni i Warszawie oraz ulica w Konstancinie. W 1957 otrzymała Order Imperium Brytyjskiego, a w 1976 Order św. Michała i św. Jerzego. Kolejnym dowodem jej wielkiego przywiązania do Polski jest fakt, że kiedy w 1978 otrzymała od Królowej Elżbiety II tytuł para Anglii za swoją siedzibę Ryder przyjęła Warszawę, zasiadając w brytyjskiej Izbie Lordów jako Lady Ryder of Warsaw. W 1996 została odznaczona Medalem Polonia Mater Nostra Est. Napisała dwie autobiograficzne książki: And the Morrow is Theirs (1975), polski przekład Jutro należy do nich (1978) i Child of My Love (1986). 
W 1959 wyszła za mąż za płk. Leonarda Cheshire'a, brytyjskiego bohatera wojennego i działacza charytatywnego. Oboje z mężem przeszli na katolicyzm. 
";"2012-09-24T09:34:10+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/350135695078040/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;1;0;0;0;0;0
"493";"132197036871908_350187478406195";5;"132197036871908";"Muzeum II Wojny Światowej";"Zapraszamy na promocję książki ""Wojna po wojnie"".
2 października 2012 r. (wtorek) godz. 18.00
Dom Spotkań z Historią w Warszawie, ul. Karowa 20. 
W spotkaniu udział wezmą Autorzy książki.";"2012-09-24T13:13:28+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/350187458406197/?type=3";NA;0;2;0;0;0;0;0
"159";"132197036871908_118106008338861";2;"132197036871908";"Muzeum II Wojny Światowej";"W najbliższą sobotę 29 września na godz. 9.30 zapraszamy na Dzień Otwarty Koszar do Centrum Szkolenia Wojsk Lądowych w Poznaniu. Z okazji 10-lecia powstania Centrum przygotowano wiele atrakcji. Jedną z nich będzie defilada pojazdów historycznych, w której m.in. zaprezentuje się jeden z eksponatów Muzeum II Wojny Światowej – czołg Sherman Firefly. Zapraszamy wszystkich pasjonatów i nie tylko!
Więcej informacji na http://www.cswl.mil.pl/";"2012-09-25T08:11:59+0000";"link";"http://www.cswl.mil.pl/";NA;0;1;0;0;0;0;0
"495";"132197036871908_350814655010144";4;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni - wyposażenie skoczka
Wyposażenie cywilne skoczka na stacji było bardzo drobiazgowo kontrolowane. Zwykle składało się ono m.in. z: ubrania cywilnego, płaszcza, nakrycia głowy, 3 chustek do nosa, ciepłych rękawiczek, drobiazgów osobistych. Bardzo istotne było, żeby nosiły one cechy krajowe lub niemieckie. Buty i garnitur nie mogły mieć fasonu angielskiego, metki londyńskie należało wypruć itd. Przeoczenie mogło okazać się fatalne w skutkach. Skoczek otrzymywał też ekwipunek bojowy, m.in.: kombinezon i spadochron w barwach stosownych do pory roku, bandaże elastyczne, 2 pistolety, 50 pocisków, nóż składany, łopatkę do zakopania spadochronu, latarkę elektryczną, kompas, scyzoryk, „piersiówkę” z alkoholem, porcję żywności, apteczkę osobistą i kapsułkę z trucizną – jeśli nie odmówił jej zabrania. Do tego dochodził jeszcze parciany pas z kieszeniami, w których umieszczono pieniądze dla Komendy Głównej AK czy Delegatury Rządu na Kraj, a także sześciomiesięczna gaża własna w dolarach. Tak wyposażony skoczek był gotowy do odlotu. Co ciekawe, jeżeli był bardziej znany, szedł do samolotu w masce.";"2012-09-26T09:06:19+0000";"status";NA;NA;0;3;0;0;0;0;0
"608";"132197036871908_466488070049690";6;"132197036871908";"Muzeum II Wojny Światowej";"Biogramy - Maciej Kalenkiewicz 
Ps. „Jan Kaczmarek”, „Franciszek Tomaszewicz”, „Bóbr”, „Kotwica”, „Kotwicz”, „Jan Kotwicz”, „Maciej Kotwicz”, „Maciej”, „M. K.” (ur. 1 lipca 1906 w Pacewiczach, zm. 21 sierpnia 1944 w Surkontach) – podpułkownik dyplomowany Wojska Polskiego, cichociemny, żołnierz Armii Krajowej, dowódca partyzancki w Okręgu Nowogródek.
Absolwent Gimnazjum Nauczycieli i Wychowawców w Wilnie oraz Korpusu Kadetów nr 2 w Modlinie, wstąpił w 1924 r. do Oficerskiej Szkoły Inżynierii w Warszawie. Po jej ukończeniu otrzymał awans na porucznika. W czerwcu 1934 r. ożenił się z Ireną Erdman. Otrzymał przydział do Szkoły Podchorążych Rezerwy Saperów w Modlinie jako dowódca plutonu. W 1936 r. awansował do stopnia kapitana. W listopadzie 1938 r. rozpoczął studia w Wyższej Szkole Wojennej w Warszawie.
W czasie kampanii wrześniowej przydzielony został do sztabu Suwalskiej Brygady Kawalerii wchodzącej w skład Samodzielnej Grupy Operacyjnej „Narew”. W połowie września Kalenkiewicz dołączył do 110 Pułku Ułanów, dowodzonego przez ppłk. Jerzego Dąbrowskiego „Łupaszkę”, a następnie – po wkroczeniu wojsk radzieckich na teren Rzeczypospolitej –  przyłączył się do marszu na Warszawę i mjr Henryka Dobrzańskiego (ps. „Hubal”). Po zakończeniu kampanii wrześniowej Kalenkiewicz przedostał się do Francji, a następnie ewakuował się do Wielkiej Brytanii. Stacjonował w Szkocji.
Był współautorem kolejnych memoriałów dotyczących rozwijania łączności lotniczej z krajem, prowadzenia szkolenia spadochronowego zarówno dla grupy oficerów, których celem byłoby utrzymywanie łączności z krajem, jak i dla większych oddziałów, których celem byłaby dywersja, a z czasem wsparcie przyszłego powstania. W październiku 1940 r. został przeniesiony do wydziału studiów i szkolenia spadochronowego przy Oddziale III Sztabu Naczelnego Wodza.
27 grudnia 1941 r. Kalenkiewicz jako cichociemny wyleciał do Polski lotem nr 2 kryptonim: „Jacket”. Lądowanie odbyło się pomyłkowo na terenie należącym do Rzeszy, w okolicy miejscowości Kiernozia w bezpośrednim sąsiedztwie granicy z Generalnym Gubernatorstwem. Kalenkiewicz wraz z trzema innymi skoczkami został aresztowany przez straż graniczną. Po przybyciu na posterunek doszło do wymiany ognia. Wszystkim czterem Polakom udało się uciec i przedostać do Warszawy.
 Z datą wylotu do Polski Kalenkiewicz awansował do stopnia majora. W Warszawie przydzielono go do oddziału operacyjnego sztabu ZWZ. Prowadził odprawy z szefami sztabów okręgów dotyczące  walki partyzanckiej, dywersji oraz łączności lotniczej z Londynem, a także szkolenia dla kandydatów na wyższych oficerów i inspektorów. Był autorem instrukcji bojowych oraz współautorem i intensywnym propagatorem koncepcji akcji „Ostra Brama”. Uważał, że zamanifestowanie polskości Wilna wobec aliantów i wkraczających wojsk sowieckich jest konieczne. W przypadku wrogiego nastawienia władz radzieckich wobec ujawnionego wojska polskiego, powinno ono nie dać się rozbroić i bronić swoich pozycji. 12 czerwca 1944 r. plan operacji „Ostra Brama” został zatwierdzony przez Komendę Główną. Jednakże podczas manewrów przed rozpoczęciem akcji Kalenkiewicz został ranny i stracił prawą rękę. Kiedy w lipcu porozumienie z Armią Czerwoną wydawało się możliwe, Kalenkiewicz jako dowódca 77. Pułku Piechoty miał walczyć u boku Rosjan. Nie było go w Boguszach, kiedy Rosjanie aresztowali przybyłych na odprawę oficerów AK. W tej sytuacji Kalenkiewicz uznał, że należy kontynuować działalność partyzancką i konspiracyjną na terenach wschodnich. Uważał obecność oddziałów Armii Krajowej na tym terenie za konieczną ze względów propagandowych, jak i w celu podbudowania morale i ochrony ludności. Pozostał w Puszczy Rudnickiej z oddziałem liczącym ok. 100 ludzi. 18 sierpnia Komenda Główna nadała depeszę z informacją, o oficjalnym wyznaczeniu „Kotwicza” na komendanta Podokręgu Nowogródek i awansowaniu go do stopnia podpułkownika. Depesza ta nie dotarła do adresata. 19 sierpnia Rosjanie rozpoczęli akcję likwidacji polskich oddziałów na przedpolu Puszczy Rudnickiej. Kalenkiewicz zginął podczas ataku 21 sierpnia i został pochowany w zbiorowej mogile ze swymi żołnierzami, w pobliżu drogi łączącej wieś Pielasa z Surkontami, obok grobu powstańców z 1863 r.
Kalenkiewicz został odznaczony m.in.: Krzyżem Srebrnym Orderu Wojennego Virtuti Militari, Krzyżem Walecznych oraz pośmiertnie – Krzyżem Armii Krajowej.
";"2012-09-26T09:15:29+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/350814705010139/?type=3";"Muzeum II Wojny Światowej shared their photo.";1;0;0;0;0;0;0
"393";"132197036871908_226934887433709";5;"132197036871908";"Muzeum II Wojny Światowej";"Jan Górski, pseudonimy: „Mikołaj Bereśniewicz”, „Jan Florczak”, „Julian Szablewski”, „Chomik”, „Ribas”, „Samowar” (ur. 1905 Odessa, zm. 1945) – polski żołnierz, jeden z inicjatorów utworzenia jednostki dywersyjno-wywiadowczej „cichociemnych”.
Jan Górski kształcił się w Odessie i tam też podjął pracę. Był działaczem harcerstwa i współpracownikiem wywiadu Polskiej Organizacji Wojskowej. Po wybuchu wojny polsko-bolszewickiej wstąpił w 1920 roku do Korpusu Kadetów nr 2 w Modlinie, a następnie brał udział w walkach. 
Przed wybuchem II wojny światowej ukończył studia na Politechnice Warszawskiej i Wyższą Szkołę Wojenną. Okres kampanii wrześniowej to przydział w Sztabie Naczelnego Wodza, a następnie po agresji ZSRR na Polskę ewakuacja przez Rumunię do Francji.
Był jednym z twórców systemu łączności lotniczej między Rządem emigracyjnym, Naczelnym Dowództwem Wojska Polskiego, a Związkiem Walki Zbrojnej. Idea powstania jednostki spadochronowej, która miała realizować także zadania udziału w akcjach bezpośrednich została zgłoszona już we Francji 30 grudnia 1939 r., (pozostała bez odpowiedzi), następnie 21 stycznia 1940 roku została złożona bezpośrednio generałowi Kazimierzowi Sosnkowskiemu. Później, już po kapitulacji Francji kpt. inż. Jan Górski razem z kpt. Maciejem Kalenkiewiczem w londyńskim sztabie kontynuowali prace nad utworzeniem jednostki w Anglii. Jan Górski współtworzył szczegółowe opracowania i raporty w celu realizacji tego przedsięwzięcia.
Po przeszkoleniu w marcu 1943 roku został przerzucony z Anglii w okolice Grodziska Mazowieckiego z przydziałem do Obszaru Białystok AK. Później prowadził działalność konspiracyjną i dywersyjną na terenie Warszawy i Krakowa.
Odznaczony został m.in.: Orderem Virtuti Militari i dwukrotnie Krzyżem Walecznych.
";"2012-09-26T09:20:32+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/350816395009970/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;1;0;0;0;0;0
"566";"132197036871908_440143479371023";4;"132197036871908";"Muzeum II Wojny Światowej";"Portal historyczny Histmag.org właśnie rozstrzygnął ogłoszone w sierpniu konkursy. Jeden z nich był wspierany przez Muzeum II Wojny Światowej. Laureatom gratulujemy! Nagrody wkrótce roześlemy.";"2012-09-28T08:17:43+0000";"link";"http://histmag.org/?id=7110";NA;0;0;0;0;0;0;0
"498";"132197036871908_353061051452171";2;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni - Pierwszy lot
Pierwsza ekipa cichociemnych lądowała w okupowanej Polsce w nocy z 15/16 lutego 1941. Była to operacja lotnicza pod kryptonimem „Adolphus”. Skoczyli rtm. Józef Zabielski ps. „Żbik” i mjr. Stanisław Krzymowski ps. „Kostka” oraz Czesław Raczkowski ps. „Orka”, kurier polityczny .
Lot został wykonany przez 1419. Special Duty Flight – eskadrę do zadań specjalnych, przeznaczoną do operacji lotniczych planowanych przez SOE. Bombowiec Whitely z załogą pod dowództwem F. Keasta leciał najkrótszą drogą, nad Niemcami. Nie obyło się jednak bez problemów. Samolot zboczył z kursu i zamiast pod Włoszczową zrzucił spadochroniarzy na Śląsku Cieszyńskim. Z zapasem zaledwie 50 litrów paliwa samolot powrócił szczęśliwie do bazy. Okazało się jednak, że mimo najkrótszej trasy lot był na granicy zasięgu samolotu. Problemem było też odnalezienie celu z dużej wysokości.";"2012-10-02T11:16:35+0000";"status";NA;NA;0;1;0;0;0;0;0
"515";"132197036871908_366788326735971";9;"132197036871908";"Muzeum II Wojny Światowej";"Loty próbne
Regularne loty przerzutowe cichociemnych zaczęły się jesienią 1941 r. i trwały do wiosny z uwagi na dłuższe noce, chroniące samoloty przed obserwacją wroga. Ze względu na bezpieczeństwo i dużą odległość od bazy nie wchodziły w grę pomoce nawigacyjne. Opierano się na nawigacji wzrokowej, polegającej na porównaniu mapy z terenem. Najlepiej w roli nawigatorów sprawdzały się polskie załogi, które przed wojną  przeszły szkolenie w nocnej „niskiej nawigacji”. Poza tym załogi te bez wątpienia lepiej orientowały się w topografii polskiego krajobrazu. Były to jednak wciąż loty próbne. Z uwagi na systematycznie wzmacnianą przez Niemców obronę przeciwlotniczą, samoloty latały drogą okrężną nad Danią, co wydłużyło trasę do Warszawy do 3200 km łącznie z drogą powrotną. 
Loty próbne w liczbach
W tym pierwszym, „próbnym” okresie, do lotu nad Polskę wystartowało 12 samolotów, 9 z nich pomyślnie wykonało swoje zadanie. Pozostałe zawróciły ze względu na złe warunki atmosferyczne panujące na trasie lub nad celem. Stracono jeden samolot, który w nocy 7/8 listopada 1941 lądował przymusowo w Szwecji. W 9 udanych operacjach przerzutowych zrzucono 48 skoczków i około 2 t sprzętu bojowego, z którego placówki odbiorcze przejęły ok. 1,5 t – resztę stracono.
";"2012-10-02T11:22:23+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/353061711452105/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;2;0;0;0;0;0
"540";"132197036871908_405974232801474";5;"132197036871908";"Muzeum II Wojny Światowej";"Trasy lotów cichociemnych 

Trasa nr 1
Trasa wiodła z lotniska w Newmarket, następnie na północ od wyspy Sylt, przecinała Danię, po czym skręcała w kierunku Polski na wysokości Bornholmu, nad brzeg wkraczała w rejonie jezior Bukowo i Jamno. Stąd nad charakterystycznym kształtem Jeziora Charzykowskiego, mijała Toruń i trafiała w rejon Płocka, skąd samoloty rozlatywały się do swoich placówek. Łączny czas lotu wahał się od 11 do 14 godzin


Trasa nr 2
Ponieważ, nad Danią latały również eskadry bombowe do nalotów na Niemcy, w Dani rozbudowano system obrony przeciwlotniczej. Trasa omijała Danię od północy i wkraczała na terytorium Szwecji, gdzie następował zwrot w kierunku Polski. Ostatni lot trasą północną nastąpił nocą 20/21 października 1943 r. Liberator kpt. Króla zrzucił sprzęt na placówkę „Chochla”.

Trasa nr 3
Lot Liberatora (Polacy starali się o ten bombowiec ze względu na większy zasięg i udźwig) trasą nr 2 wynosił od 14 do 16 godzin, a więc na granicy zasięgu samolotu. Uznano, że loty z Anglii nie mogą się odbywać. Bazę przeniesiono w okolice Brindisi we Włoszech.
Trasa wiodła nad Adriatykiem, przecinała Dalmację i Chorwację, prowadziła nad Balatonem, zostawiała na wschód Budapeszt wychodziła nad Tatry. Czas lotu wahał się w okolicach 11-12 godzin.

Trasa nr 4
Z powodu wzmocnienia obrony przeciwlotniczej Budapesztu rozpoczęto loty trasą nr 4.
Trasa prowadziła z Brindisi nad dalmatyńskimi miejscowościami nadbrzeżnymi Bar i Kotor, następnie przez Czarnogórę wiodła na Węgry, mijała od wschodu Budapeszt i docierała do Polski na wschód od Tatr.

Trasa nr 5
Trasa nr 5 powstała w celu dokonywania zrzutów na wschodnie granice Polski.
Trasa wiodła z Brindisi ponad Durras w Albanii, Serbią i od Bazias, na granicy Rumunii i Jugosławii, prowadziła wprost do rejonu Lwowa. 
";"2012-10-02T11:29:27+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/353063698118573/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;1;0;0;0;0;0
"361";"132197036871908_191626440972612";4;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni - 138. Special Duty Squadron
czyli dywizjon 138. do zadań specjalnych. Jednostka RAF, której zadaniem było wykonywanie operacji lotniczych (przerzuty ludzi i sprzętu) nad terytorium okupowanym. W składzie 138. dywizjonu startowały także załogi polskie. Prowadziły one również loty specjalne do innych krajów okupowanej Europy.  W zamian za to załogi brytyjskie stratowały do lotów nad Polskę.

1 kwietnia 1943 r. przy 138. dywizjonie powstała polska eskadra łącznikowa C, o którą czyniono długoletnie starania. Dowódcą eskadry został mjr naw. Stanisław Król, pionier w lotach do Polski na tzw. trasie numer 1.  
";"2012-10-05T09:48:05+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/354098714681738/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;2;0;0;0;0;0
"555";"132197036871908_427483107298992";14;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni - Sezony operacyjne
Loty do Polski odbywały się w czterech kolejnych „sezonach operacyjnych”. Były one ściśle związane z nastaniem długich nocy, chroniących samoloty przed obserwacją nieprzyjaciela. Okres lotów próbnych rozpoczął się w lutym 1941 r. Po półrocznej przerwie został wznowiony w listopadzie i trwał do końca kwietnia 1942 r. Następne sezony operacyjne były oznaczone kryptonimami: „Intonacja” (IX 1942 – IV 1943), „Riposta” (IX 1943 – VII 1944) i „Odwet” (VIII-XII 1944).
";"2012-10-05T09:53:30+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/354099918014951/?type=3";"Muzeum II Wojny Światowej shared their photo.";2;5;0;0;0;0;0
"501";"132197036871908_355892074502402";4;"132197036871908";"Muzeum II Wojny Światowej";"Cichociemni. 
Czy wiecie, że....""Syrena"" to kryptonim specjalnej komórki Oddziału V KG ZWZ-AK zajmującej się sprawami odbioru zrzutów lotniczych (inne kryptonimy „Import”, „MII-Grad”). Zadania i czynności jej pracowników były dokładnie określone. Pierwszym działaniem przed rozpoczęciem sezonu operacyjnego był wyjazd w teren pracownika zwanego „delegatem KG”. Przy pomocy ludzi z siatki terenowej wytyczał pole zrzutowe. Ustalano punkty kontaktowe dla skoczków w przypadku nieudanego zrzutu poza placówkę. Rejestrowano niemieckie terenowe punkty obserwacji lotniczej tzw. obsmeldungi, placówki żandarmerii, artylerię przeciwlotniczą i inne zagrożenia. Następnie dowódca placówki kompletował załogę i wyznaczał żołnierzy do poszczególnych zadań: do grupy odbiorczej, ekipy ewakuacyjnej oraz do ubezpieczania. Delegat przyjeżdżał potem na okres czuwania placówki i uczestniczył w odbiorze zrzutu. Odbierał od skoczków m.in. pocztę dla KG. Jeśli było spokojnie skoczków wyprawiano do Warszawy. Delegat również wyjeżdżał bezzwłocznie, aby jak najszybciej złożyć sprawozdanie w „Syrenie”, która z kolei nadawała pokwitowanie do Londynu.
Warto wiedzieć, że placówki odbiorcze otrzymywały kryptonimy. I tak np. w Okręgu Kieleckim nosiły nazwy roślin („Modrzew”, „Jaśmin”), w Lwowskim wiązały się z uzbrojeniem („Rakieta”, „Myśliwiec”), w Lubelskim zwierzęta („Koza”, „Szczur”), a w Obszarze Warszawskim sprzęt kuchenny i domowy („Obraz”, „Garnek”).";"2012-10-10T06:41:03+0000";"status";NA;NA;1;0;0;0;0;0;0
"528";"132197036871908_376090065801220";5;"132197036871908";"Muzeum II Wojny Światowej";"Co zrzucano?
Oprócz Cichociemnych i kurierów, Węgra i 4 Brytyjczyków do Polski wysłano ok. 670 ton sprzętu bojowego (broń, amunicja, materiały wybuchowe, lekarstwa, radiostacje itp.). Sprzęt bojowy zrzucany był w specjalnych zasobnikach. Zrzucono również znaczne środki finansowe na podtrzymanie walki podziemnej (dolary, funty brytyjskie, marki niemieckie oraz pieniądze okupacyjne (tzw. młynarki).
Aby usprawnić odbiór zrzutów przed sezonem operacyjnym „Riposta” posegregowano placówki odbiorcze na „sprzętowe” – mogące przyjąć tylko zrzuty sprzętu, oraz przeznaczone do odbioru ludzi – wyposażone w punkty kontaktowe dla skoczków.
";"2012-10-10T06:43:28+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.284814988276778.66786.132197036871908/353061711452105/?type=3";"Muzeum II Wojny Światowej shared their photo.";0;0;0;0;0;0;0
